Date;Close
2015-05-14;1245.109985
2015-05-15;1243.949951
2015-05-18;1257.520020
2015-05-19;1255.660034
2015-05-20;1257.739990
2015-05-21;1256.739990
2015-05-22;1252.219971
2015-05-26;1238.760010
2015-05-27;1254.359985
2015-05-28;1253.099976
2015-05-29;1246.530029
2015-06-01;1249.619995
2015-06-02;1251.800049
2015-06-03;1264.579956
2015-06-04;1251.290039
2015-06-05;1261.010010
2015-06-08;1253.699951
2015-06-09;1249.660034
2015-06-10;1266.930054
2015-06-11;1268.920044
2015-06-12;1265.020020
2015-06-15;1261.040039
2015-06-16;1269.530029
2015-06-17;1268.329956
2015-06-18;1284.680054
2015-06-19;1284.660034
2015-06-22;1292.390015
2015-06-23;1295.800049
2015-06-24;1283.920044
2015-06-25;1283.280029
2015-06-26;1279.800049
2015-06-29;1246.750000
2015-06-30;1253.949951
2015-07-01;1256.400024
2015-07-02;1248.260010
2015-07-06;1246.959961
2015-07-07;1248.050049
2015-07-08;1228.959961
2015-07-09;1234.150024
2015-07-10;1252.020020
2015-07-13;1265.349976
2015-07-14;1273.329956
2015-07-15;1264.520020
2015-07-16;1272.829956
2015-07-17;1267.089966
2015-07-20;1260.219971
2015-07-21;1254.569946
2015-07-22;1258.349976
2015-07-23;1244.969971
2015-07-24;1225.989990
2015-07-27;1214.609985
2015-07-28;1224.599976
2015-07-29;1229.599976
2015-07-30;1232.069946
2015-07-31;1238.680054
2015-08-03;1231.790039
2015-08-04;1228.849976
2015-08-05;1231.750000
2015-08-06;1215.849976
2015-08-07;1206.900024
2015-08-10;1222.670044
2015-08-11;1211.140015
2015-08-12;1208.979980
2015-08-13;1204.739990
2015-08-14;1212.689941
2015-08-17;1225.089966
2015-08-18;1214.890015
2015-08-19;1202.979980
2015-08-20;1172.520020
2015-08-21;1156.790039
2015-08-24;1111.689941
2015-08-25;1104.099976
2015-08-26;1132.189941
2015-08-27;1153.609985
2015-08-28;1162.910034
2015-08-31;1159.449951
2015-09-01;1128.050049
2015-09-02;1146.030029
2015-09-03;1145.150024
2015-09-04;1136.170044
2015-09-08;1161.760010
2015-09-09;1148.229980
2015-09-10;1153.030029
2015-09-11;1157.790039
2015-09-14;1153.500000
2015-09-15;1166.000000
2015-09-16;1175.199951
2015-09-17;1180.689941
2015-09-18;1163.349976
2015-09-21;1161.089966
2015-09-22;1143.030029
2015-09-23;1140.050049
2015-09-24;1137.540039
2015-09-25;1122.790039
2015-09-28;1090.569946
2015-09-29;1083.910034
2015-09-30;1100.689941
2015-10-01;1097.550049
2015-10-02;1114.119995
2015-10-05;1141.640015
2015-10-06;1133.689941
2015-10-07;1152.599976
2015-10-08;1163.239990
2015-10-09;1165.359985
2015-10-12;1164.400024
2015-10-13;1147.839966
2015-10-14;1136.969971
2015-10-15;1162.770020
2015-10-16;1162.310059
2015-10-19;1164.300049
2015-10-20;1163.270020
2015-10-21;1144.949951
2015-10-22;1154.520020
2015-10-23;1166.060059
2015-10-26;1159.500000
2015-10-27;1145.290039
2015-10-28;1178.719971
2015-10-29;1165.630005
2015-10-30;1161.859985
2015-11-02;1186.089966
2015-11-03;1191.579956
2015-11-04;1190.380005
2015-11-05;1190.689941
2015-11-06;1199.750000
2015-11-09;1184.430054
2015-11-10;1187.699951
2015-11-11;1178.069946
2015-11-12;1154.810059
2015-11-13;1146.550049
2015-11-16;1156.079956
2015-11-17;1153.209961
2015-11-18;1171.750000
2015-11-19;1166.729980
2015-11-20;1175.150024
2015-11-23;1180.359985
2015-11-24;1188.810059
2015-11-25;1198.020020
2015-11-27;1202.380005
2015-11-30;1198.109985
2015-12-01;1204.160034
2015-12-02;1191.689941
2015-12-03;1170.569946
2015-12-04;1183.400024
2015-12-07;1164.300049
2015-12-08;1159.400024
2015-12-09;1145.869995
2015-12-10;1149.020020
2015-12-11;1123.609985
2015-12-14;1115.859985
2015-12-15;1131.550049
2015-12-16;1148.969971
2015-12-17;1135.359985
2015-12-18;1121.020020
2015-12-21;1127.739990
2015-12-22;1137.689941
2015-12-23;1152.819946
2015-12-24;1154.760010
2015-12-28;1148.209961
2015-12-29;1160.520020
2015-12-30;1149.640015
2015-12-31;1135.890015
2016-01-04;1108.619995
2016-01-05;1110.439941
2016-01-06;1094.369995
2016-01-07;1064.569946
2016-01-08;1046.199951
2016-01-11;1041.900024
2016-01-12;1044.699951
2016-01-13;1010.190002
2016-01-14;1025.670044
2016-01-15;1007.719971
2016-01-19;994.869995
2016-01-20;999.309998
2016-01-21;997.340027
2016-01-22;1020.659973
2016-01-25;997.369995
2016-01-26;1017.969971
2016-01-27;1002.750000
2016-01-28;1003.270020
2016-01-29;1035.380005
2016-02-01;1032.390015
2016-02-02;1008.840027
2016-02-03;1010.299988
2016-02-04;1014.789978
2016-02-05;985.619995
2016-02-08;969.340027
2016-02-09;963.900024
2016-02-10;963.479980
2016-02-11;953.719971
2016-02-12;971.989990
2016-02-16;995.799988
2016-02-17;1011.130005
2016-02-18;1004.710022
2016-02-19;1010.010010
2016-02-22;1021.739990
2016-02-23;1012.150024
2016-02-24;1022.080017
2016-02-25;1031.579956
2016-02-26;1037.180054
2016-02-29;1033.900024
2016-03-01;1054.489990
2016-03-02;1065.670044
2016-03-03;1076.050049
2016-03-04;1081.930054
2016-03-07;1094.150024
2016-03-08;1067.880005
2016-03-09;1072.770020
2016-03-10;1063.989990
2016-03-11;1087.560059
2016-03-14;1084.250000
2016-03-15;1066.670044
2016-03-16;1074.510010
2016-03-17;1091.250000
2016-03-18;1101.670044
2016-03-21;1098.579956
2016-03-22;1097.339966
2016-03-23;1075.699951
2016-03-24;1079.540039
2016-03-28;1080.229980
2016-03-29;1109.079956
2016-03-30;1110.439941
2016-03-31;1114.030029
2016-04-01;1117.680054
2016-04-04;1108.540039
2016-04-05;1095.849976
2016-04-06;1108.810059
2016-04-07;1092.790039
2016-04-08;1097.310059
2016-04-11;1094.339966
2016-04-12;1105.709961
2016-04-13;1129.930054
2016-04-14;1128.589966
2016-04-15;1130.920044
2016-04-18;1139.280029
2016-04-19;1140.229980
2016-04-20;1142.290039
2016-04-21;1135.770020
2016-04-22;1146.689941
2016-04-25;1138.099976
2016-04-26;1150.729980
2016-04-27;1154.150024
2016-04-28;1140.400024
2016-04-29;1130.849976
2016-05-02;1140.920044
2016-05-03;1121.760010
2016-05-04;1113.130005
2016-05-05;1107.949951
2016-05-06;1114.719971
2016-05-09;1118.250000
2016-05-10;1128.829956
2016-05-11;1114.739990
2016-05-12;1108.599976
2016-05-13;1102.439941
2016-05-16;1116.209961
2016-05-17;1097.680054
2016-05-18;1102.949951
2016-05-19;1094.780029
2016-05-20;1112.280029
2016-05-23;1111.369995
2016-05-24;1135.310059
2016-05-25;1141.020020
2016-05-26;1139.750000
2016-05-27;1150.449951
2016-05-31;1154.790039
2016-06-01;1163.040039
2016-06-02;1170.579956
2016-06-03;1164.130005
2016-06-06;1176.869995
2016-06-07;1179.969971
2016-06-08;1188.949951
2016-06-09;1181.199951
2016-06-10;1163.930054
2016-06-13;1150.699951
2016-06-14;1147.819946
2016-06-15;1149.300049
2016-06-16;1148.189941
2016-06-17;1144.699951
2016-06-20;1157.699951
2016-06-21;1153.869995
2016-06-22;1148.969971
2016-06-23;1172.219971
2016-06-24;1127.540039
2016-06-27;1089.650024
2016-06-28;1107.300049
2016-06-29;1131.619995
2016-06-30;1151.920044
2016-07-01;1156.770020
2016-07-05;1139.449951
2016-07-06;1147.329956
2016-07-07;1149.760010
2016-07-08;1177.359985
2016-07-11;1190.030029
2016-07-12;1205.890015
2016-07-13;1201.160034
2016-07-14;1202.170044
2016-07-15;1205.310059
2016-07-18;1207.910034
2016-07-19;1200.449951
2016-07-20;1209.739990
2016-07-21;1203.859985
2016-07-22;1212.890015
2016-07-25;1209.819946
2016-07-26;1216.859985
2016-07-27;1218.930054
2016-07-28;1217.329956
2016-07-29;1219.939941
2016-08-01;1219.119995
2016-08-02;1202.349976
2016-08-03;1212.729980
2016-08-04;1213.760010
2016-08-05;1231.300049
2016-08-08;1230.420044
2016-08-09;1231.739990
2016-08-10;1223.270020
2016-08-11;1229.119995
2016-08-12;1229.819946
2016-08-15;1241.859985
2016-08-16;1231.130005
2016-08-17;1227.680054
2016-08-18;1236.849976
2016-08-19;1236.770020
2016-08-22;1239.739990
2016-08-23;1248.579956
2016-08-24;1237.250000
2016-08-25;1240.000000
2016-08-26;1238.030029
2016-08-29;1244.939941
2016-08-30;1246.030029
2016-08-31;1239.910034
2016-09-01;1239.800049
2016-09-02;1251.829956
2016-09-06;1253.369995
2016-09-07;1261.010010
2016-09-08;1258.359985
2016-09-09;1219.209961
2016-09-12;1235.869995
2016-09-13;1212.319946
2016-09-14;1211.589966
2016-09-15;1227.020020
2016-09-16;1224.780029
2016-09-19;1232.530029
2016-09-20;1228.329956
2016-09-21;1245.040039
2016-09-22;1263.439941
2016-09-23;1254.619995
2016-09-26;1240.939941
2016-09-27;1246.380005
2016-09-28;1255.670044
2016-09-29;1237.750000
2016-09-30;1251.650024
2016-10-03;1245.780029
2016-10-04;1239.780029
2016-10-05;1248.369995
2016-10-06;1246.239990
2016-10-07;1236.560059
2016-10-10;1250.760010
2016-10-11;1227.619995
2016-10-12;1227.229980
2016-10-13;1215.750000
2016-10-14;1212.410034
2016-10-17;1210.140015
2016-10-18;1217.300049
2016-10-19;1222.640015
2016-10-20;1219.790039
2016-10-21;1218.099976
2016-10-24;1226.449951
2016-10-25;1216.099976
2016-10-26;1204.750000
2016-10-27;1189.949951
2016-10-28;1187.609985
2016-10-31;1191.390015
2016-11-01;1177.939941
2016-11-02;1162.520020
2016-11-03;1156.890015
2016-11-04;1163.439941
2016-11-07;1192.250000
2016-11-08;1195.140015
2016-11-09;1232.160034
2016-11-10;1251.609985
2016-11-11;1282.380005
2016-11-14;1298.599976
2016-11-15;1302.140015
2016-11-16;1302.199951
2016-11-17;1309.479980
2016-11-18;1315.640015
2016-11-21;1322.229980
2016-11-22;1334.339966
2016-11-23;1342.089966
2016-11-25;1347.199951
2016-11-28;1329.829956
2016-11-29;1328.219971
2016-11-30;1322.339966
2016-12-01;1313.800049
2016-12-02;1314.250000
2016-12-05;1337.790039
2016-12-06;1352.670044
2016-12-07;1364.510010
2016-12-08;1386.369995
2016-12-09;1388.069946
2016-12-12;1373.140015
2016-12-13;1373.530029
2016-12-14;1356.020020
2016-12-15;1366.410034
2016-12-16;1364.189941
2016-12-19;1371.680054
2016-12-20;1383.959961
2016-12-21;1375.189941
2016-12-22;1362.660034
2016-12-23;1371.510010
2016-12-27;1377.709961
2016-12-28;1360.829956
2016-12-29;1363.180054
2016-12-30;1357.130005
2017-01-03;1365.489990
2017-01-04;1387.949951
2017-01-05;1371.939941
2017-01-06;1367.280029
2017-01-09;1357.489990
2017-01-10;1370.900024
2017-01-11;1373.300049
2017-01-12;1361.069946
2017-01-13;1372.050049
2017-01-17;1352.319946
2017-01-18;1358.560059
2017-01-19;1345.739990
2017-01-20;1351.849976
2017-01-23;1347.839966
2017-01-24;1369.209961
2017-01-25;1382.439941
2017-01-26;1375.599976
2017-01-27;1370.699951
2017-01-30;1352.329956
2017-01-31;1361.819946
2017-02-01;1361.229980
2017-02-02;1357.430054
2017-02-03;1377.839966
2017-02-06;1366.660034
2017-02-07;1361.060059
2017-02-08;1358.739990
2017-02-09;1378.530029
2017-02-10;1388.839966
2017-02-13;1392.380005
2017-02-14;1396.650024
2017-02-15;1404.209961
2017-02-16;1399.130005
2017-02-17;1399.859985
2017-02-21;1410.339966
2017-02-22;1403.859985
2017-02-23;1394.619995
2017-02-24;1394.520020
2017-02-27;1407.969971
2017-02-28;1386.680054
2017-03-01;1413.640015
2017-03-02;1395.670044
2017-03-03;1394.130005
2017-03-06;1384.250000
2017-03-07;1374.880005
2017-03-08;1366.040039
2017-03-09;1360.119995
2017-03-10;1365.260010
2017-03-13;1370.280029
2017-03-14;1362.380005
2017-03-15;1382.829956
2017-03-16;1386.030029
2017-03-17;1391.520020
2017-03-20;1384.099976
2017-03-21;1346.550049
2017-03-22;1345.599976
2017-03-23;1353.430054
2017-03-24;1354.640015
2017-03-27;1357.319946
2017-03-28;1367.260010
2017-03-29;1371.640015
2017-03-30;1382.349976
2017-03-31;1385.920044
2017-04-03;1369.670044
2017-04-04;1368.180054
2017-04-05;1352.140015
2017-04-06;1364.430054
2017-04-07;1364.560059
2017-04-10;1367.089966
2017-04-11;1376.949951
2017-04-12;1359.199951
2017-04-13;1345.239990
2017-04-17;1361.180054
2017-04-18;1361.890015
2017-04-19;1367.130005
2017-04-20;1384.150024
2017-04-21;1379.849976
2017-04-24;1397.939941
2017-04-25;1411.079956
2017-04-26;1419.430054
2017-04-27;1417.130005
2017-04-28;1400.430054
2017-05-01;1407.359985
2017-05-02;1399.359985
2017-05-03;1390.920044
2017-05-04;1388.849976
2017-05-05;1397.000000
2017-05-08;1391.640015
2017-05-09;1391.859985
2017-05-10;1399.589966
2017-05-11;1390.199951
2017-05-12;1382.770020
2017-05-15;1393.920044
2017-05-16;1394.680054
2017-05-17;1355.890015
2017-05-18;1361.079956
2017-05-19;1367.329956
2017-05-22;1377.140015
2017-05-23;1380.979980
2017-05-24;1382.510010
2017-05-25;1383.390015
2017-05-26;1382.239990
2017-05-30;1371.189941
2017-05-31;1370.209961
2017-06-01;1396.060059
2017-06-02;1405.390015
2017-06-05;1396.449951
2017-06-06;1394.900024
2017-06-07;1396.670044
2017-06-08;1415.609985
2017-06-09;1421.709961
2017-06-12;1419.209961
2017-06-13;1425.989990
2017-06-14;1417.569946
2017-06-15;1410.079956
2017-06-16;1406.729980
2017-06-19;1418.079956
2017-06-20;1402.969971
2017-06-21;1399.250000
2017-06-22;1404.540039
2017-06-23;1414.780029
2017-06-26;1416.640015
2017-06-27;1403.520020
2017-06-28;1425.270020
2017-06-29;1416.199951
2017-06-30;1415.359985
2017-07-03;1426.680054
2017-07-05;1420.150024
2017-07-06;1400.810059
2017-07-07;1415.839966
2017-07-10;1408.469971
2017-07-11;1413.050049
2017-07-12;1424.319946
2017-07-13;1425.660034
2017-07-14;1428.819946
2017-07-17;1431.599976
2017-07-18;1427.609985
2017-07-19;1441.770020
2017-07-20;1442.349976
2017-07-21;1435.839966
2017-07-24;1438.050049
2017-07-25;1450.390015
2017-07-26;1442.280029
2017-07-27;1433.619995
2017-07-28;1429.260010
2017-07-31;1425.140015
2017-08-01;1428.329956
2017-08-02;1412.900024
2017-08-03;1405.229980
2017-08-04;1412.319946
2017-08-07;1414.170044
2017-08-08;1410.150024
2017-08-09;1396.949951
2017-08-10;1372.540039
2017-08-11;1374.229980
2017-08-14;1394.310059
2017-08-15;1383.239990
2017-08-16;1383.530029
2017-08-17;1358.939941
2017-08-18;1357.790039
2017-08-21;1356.900024
2017-08-22;1371.540039
2017-08-23;1369.739990
2017-08-24;1373.880005
2017-08-25;1377.449951
2017-08-28;1382.229980
2017-08-29;1383.680054
2017-08-30;1391.319946
2017-08-31;1405.280029
2017-09-01;1413.569946
2017-09-05;1399.660034
2017-09-06;1402.199951
2017-09-07;1398.670044
2017-09-08;1399.430054
2017-09-11;1414.829956
2017-09-12;1423.459961
2017-09-13;1426.890015
2017-09-14;1425.020020
2017-09-15;1431.709961
2017-09-18;1441.079956
2017-09-19;1440.400024
2017-09-20;1445.420044
2017-09-21;1444.180054
2017-09-22;1450.780029
2017-09-25;1451.959961
2017-09-26;1456.859985
2017-09-27;1484.810059
2017-09-28;1488.790039
2017-09-29;1490.859985
2017-10-02;1509.469971
2017-10-03;1511.969971
2017-10-04;1507.760010
2017-10-05;1512.089966
2017-10-06;1510.219971
2017-10-09;1503.560059
2017-10-10;1508.010010
2017-10-11;1506.920044
2017-10-12;1505.160034
2017-10-13;1502.660034
2017-10-16;1502.680054
2017-10-17;1497.500000
2017-10-18;1505.140015
2017-10-19;1502.040039
2017-10-20;1509.250000
2017-10-23;1497.489990
2017-10-24;1500.420044
2017-10-25;1493.479980
2017-10-26;1497.459961
2017-10-27;1508.319946
2017-10-30;1490.900024
2017-10-31;1502.530029
2017-11-01;1492.780029
2017-11-02;1496.550049
2017-11-03;1494.910034
2017-11-06;1497.959961
2017-11-07;1479.089966
2017-11-08;1481.729980
2017-11-09;1475.020020
2017-11-10;1475.270020
2017-11-13;1475.069946
2017-11-14;1471.260010
2017-11-15;1464.089966
2017-11-16;1486.880005
2017-11-17;1492.819946
2017-11-20;1503.400024
2017-11-21;1518.890015
2017-11-22;1516.760010
2017-11-24;1519.160034
2017-11-27;1513.310059
2017-11-28;1536.430054
2017-11-29;1542.300049
2017-11-30;1544.140015
2017-12-01;1537.020020
2017-12-04;1532.410034
2017-12-05;1516.760010
2017-12-06;1508.880005
2017-12-07;1520.469971
2017-12-08;1521.719971
2017-12-11;1519.839966
2017-12-12;1516.119995
2017-12-13;1524.449951
2017-12-14;1506.949951
2017-12-15;1530.420044
2017-12-18;1548.920044
2017-12-19;1536.750000
2017-12-20;1540.079956
2017-12-21;1547.109985
2017-12-22;1542.930054
2017-12-26;1544.229980
2017-12-27;1543.939941
2017-12-28;1548.930054
2017-12-29;1535.510010
2018-01-02;1550.010010
2018-01-03;1552.579956
2018-01-04;1555.719971
2018-01-05;1560.010010
2018-01-08;1561.810059
2018-01-09;1560.099976
2018-01-10;1559.800049
2018-01-11;1586.790039
2018-01-12;1591.969971
2018-01-16;1572.969971
2018-01-17;1586.660034
2018-01-18;1576.729980
2018-01-19;1597.630005
2018-01-22;1605.170044
2018-01-23;1610.709961
2018-01-24;1601.770020
2018-01-25;1601.670044
2018-01-26;1608.060059
2018-01-29;1598.109985
2018-01-30;1582.819946
2018-01-31;1574.979980
2018-02-01;1579.869995
2018-02-02;1547.270020
2018-02-05;1491.089966
2018-02-06;1507.170044
2018-02-07;1507.969971
2018-02-08;1463.790039
2018-02-09;1477.839966
2018-02-12;1490.979980
2018-02-13;1494.949951
2018-02-14;1522.099976
2018-02-15;1537.199951
2018-02-16;1543.550049
2018-02-20;1529.989990
2018-02-21;1531.839966
2018-02-22;1529.989990
2018-02-23;1549.189941
2018-02-26;1559.329956
2018-02-27;1536.469971
2018-02-28;1512.449951
2018-03-01;1507.390015
2018-03-02;1533.170044
2018-03-05;1546.050049
2018-03-06;1562.199951
2018-03-07;1574.530029
2018-03-08;1571.969971
2018-03-09;1597.140015
2018-03-12;1601.060059
2018-03-13;1592.050049
2018-03-14;1584.310059
2018-03-15;1576.619995
2018-03-16;1586.050049
2018-03-19;1570.560059
2018-03-20;1570.410034
2018-03-21;1579.300049
2018-03-22;1543.869995
2018-03-23;1510.079956
2018-03-26;1543.719971
2018-03-27;1513.569946
2018-03-28;1513.030029
2018-03-29;1529.430054
2018-04-02;1492.530029
2018-04-03;1512.150024
2018-04-04;1531.660034
2018-04-05;1542.930054
2018-04-06;1513.300049
2018-04-09;1514.459961
2018-04-10;1543.430054
2018-04-11;1546.800049
2018-04-12;1557.329956
2018-04-13;1549.510010
2018-04-16;1563.030029
2018-04-17;1579.800049
2018-04-18;1583.560059
2018-04-19;1573.819946
2018-04-20;1564.119995
2018-04-23;1562.119995
2018-04-24;1553.280029
2018-04-25;1550.469971
2018-04-26;1557.890015
2018-04-27;1556.239990
2018-04-30;1541.880005
2018-05-01;1550.329956
2018-05-02;1554.910034
2018-05-03;1546.560059
2018-05-04;1565.599976
2018-05-07;1578.949951
2018-05-08;1586.390015
2018-05-09;1596.050049
2018-05-10;1603.709961
2018-05-11;1606.790039
2018-05-14;1600.339966
2018-05-15;1600.339966
2018-05-16;1616.369995
2018-05-17;1625.290039
2018-05-18;1626.630005
2018-05-21;1637.439941
2018-05-22;1625.239990
2018-05-23;1627.609985
2018-05-24;1628.219971
2018-05-25;1626.930054
2018-05-29;1623.650024
2018-05-30;1647.989990
2018-05-31;1633.609985
2018-06-01;1647.979980
2018-06-04;1653.369995
2018-06-05;1664.630005
2018-06-06;1675.949951
2018-06-07;1667.770020
2018-06-08;1672.489990
2018-06-11;1674.680054
2018-06-12;1682.300049
2018-06-13;1676.540039
2018-06-14;1684.719971
2018-06-15;1683.910034
2018-06-18;1692.459961
2018-06-19;1693.449951
2018-06-20;1706.989990
2018-06-21;1688.949951
2018-06-22;1685.579956
2018-06-25;1657.510010
2018-06-26;1668.530029
2018-06-27;1640.449951
2018-06-28;1645.020020
2018-06-29;1643.069946
2018-07-02;1655.089966
2018-07-03;1660.420044
2018-07-05;1679.479980
2018-07-06;1694.050049
2018-07-09;1704.599976
2018-07-10;1695.619995
2018-07-11;1683.660034
2018-07-12;1690.280029
2018-07-13;1687.079956
2018-07-16;1678.540039
2018-07-17;1687.260010
2018-07-18;1691.869995
2018-07-19;1701.310059
2018-07-20;1696.810059
2018-07-23;1698.410034
2018-07-24;1680.199951
2018-07-25;1685.199951
2018-07-26;1695.359985
2018-07-27;1663.339966
2018-07-30;1653.130005
2018-07-31;1670.800049
2018-08-01;1669.260010
2018-08-02;1682.099976
2018-08-03;1673.369995
2018-08-06;1684.310059
2018-08-07;1688.300049
2018-08-08;1686.880005
2018-08-09;1690.890015
2018-08-10;1686.800049
2018-08-13;1675.319946
2018-08-14;1692.579956
2018-08-15;1670.670044
2018-08-16;1685.750000
2018-08-17;1692.949951
2018-08-20;1698.689941
2018-08-21;1718.050049
2018-08-22;1722.540039
2018-08-23;1717.050049
2018-08-24;1725.670044
2018-08-27;1728.410034
2018-08-28;1728.420044
2018-08-29;1734.750000
2018-08-30;1732.349976
2018-08-31;1740.750000
2018-09-04;1733.380005
2018-09-05;1727.650024
2018-09-06;1714.469971
2018-09-07;1713.180054
2018-09-10;1717.469971
2018-09-11;1718.400024
2018-09-12;1715.699951
2018-09-13;1714.319946
2018-09-14;1721.719971
2018-09-17;1703.550049
2018-09-18;1710.969971
2018-09-19;1702.930054
2018-09-20;1720.180054
2018-09-21;1712.319946
2018-09-24;1705.319946
2018-09-25;1708.810059
2018-09-26;1691.609985
2018-09-27;1690.530029
2018-09-28;1696.569946
2018-10-01;1672.989990
2018-10-02;1656.040039
2018-10-03;1671.290039
2018-10-04;1646.910034
2018-10-05;1632.109985
2018-10-08;1629.520020
2018-10-09;1621.869995
2018-10-10;1575.410034
2018-10-11;1545.380005
2018-10-12;1546.680054
2018-10-15;1553.089966
2018-10-16;1596.839966
2018-10-17;1589.599976
2018-10-18;1560.750000
2018-10-19;1542.040039
2018-10-22;1539.500000
2018-10-23;1526.589966
2018-10-24;1468.699951
2018-10-25;1500.400024
2018-10-26;1483.819946
2018-10-29;1477.310059
2018-10-30;1506.640015
2018-10-31;1511.410034
2018-11-01;1544.979980
2018-11-02;1547.979980
2018-11-05;1547.510010
2018-11-06;1556.099976
2018-11-07;1582.160034
2018-11-08;1578.209961
2018-11-09;1549.489990
2018-11-12;1518.790039
2018-11-13;1514.800049
2018-11-14;1502.510010
2018-11-15;1524.119995
2018-11-16;1527.530029
2018-11-19;1496.540039
2018-11-20;1469.010010
2018-11-21;1488.280029
2018-11-23;1488.680054
2018-11-26;1505.959961
2018-11-27;1492.859985
2018-11-28;1530.380005
2018-11-29;1525.390015
2018-11-30;1533.270020
2018-12-03;1548.959961
2018-12-04;1480.750000
2018-12-06;1477.410034
2018-12-07;1448.089966
2018-12-10;1443.099976
2018-12-11;1440.130005
2018-12-12;1455.319946
2018-12-13;1432.699951
2018-12-14;1410.810059
2018-12-17;1378.140015
2018-12-18;1377.180054
2018-12-19;1349.229980
2018-12-20;1326.000000
2018-12-21;1292.089966
2018-12-24;1266.920044
2018-12-26;1329.810059
2018-12-27;1331.819946
2018-12-28;1337.920044
2018-12-31;1348.560059
2019-01-02;1355.910034
2019-01-03;1330.829956
2019-01-04;1380.750000
2019-01-07;1405.369995
2019-01-08;1426.550049
2019-01-09;1438.810059
2019-01-10;1445.430054
2019-01-11;1447.380005
2019-01-14;1432.810059
2019-01-15;1445.219971
2019-01-16;1454.699951
2019-01-17;1467.250000
2019-01-18;1482.500000
2019-01-22;1457.449951
2019-01-23;1454.260010
2019-01-24;1464.410034
2019-01-25;1482.849976
2019-01-28;1473.540039
2019-01-29;1471.449951
2019-01-30;1486.939941
2019-01-31;1499.420044
2019-02-01;1502.050049
2019-02-04;1517.540039
2019-02-05;1520.229980
2019-02-06;1518.020020
2019-02-07;1505.630005
2019-02-08;1506.390015
2019-02-11;1518.979980
2019-02-12;1538.229980
2019-02-13;1542.939941
2019-02-14;1545.109985
2019-02-15;1569.250000
2019-02-19;1574.469971
2019-02-20;1581.660034
2019-02-21;1575.550049
2019-02-22;1590.060059
2019-02-25;1588.810059
2019-02-26;1577.479980
2019-02-27;1581.050049
2019-02-28;1575.550049
2019-03-01;1589.640015
2019-03-04;1575.439941
2019-03-05;1568.280029
2019-03-06;1536.819946
2019-03-07;1523.630005
2019-03-08;1521.880005
2019-03-11;1548.880005
2019-03-12;1549.829956
2019-03-13;1555.880005
2019-03-14;1549.640015
2019-03-15;1553.540039
2019-03-18;1563.930054
2019-03-19;1554.989990
2019-03-20;1543.160034
2019-03-21;1562.410034
2019-03-22;1505.920044
2019-03-25;1512.859985
2019-03-26;1528.170044
2019-03-27;1522.229980
2019-03-28;1535.099976
2019-03-29;1539.739990
2019-04-01;1556.060059
2019-04-02;1553.319946
2019-04-03;1560.910034
2019-04-04;1567.489990
2019-04-05;1582.560059
2019-04-08;1579.000000
2019-04-09;1559.680054
2019-04-10;1581.550049
2019-04-11;1579.140015
