,prod_asin,prod_condition,prod_price,seller_index,seller_name,seller_rating,seller_n_reviews
4168,B003CW9W8E,New,22.0,10.0,Lucky Vitamin,73.0,26937.0
4169,B0164SLU8M,New,23.0,0.0,Amazon.com,92.0,1075.0
4170,B07S7YPLFF,New,12.0,0.0,Amazon.com,100.0,40936.0
4171,B07S7YPLFF,New,29.0,1.0,All In Nutritions,98.0,22906.0
4172,B00CIW320S,New,46.0,0.0,Amazon.com,100.0,185.0
4173,B00CIW320S,New,49.0,1.0,FREZZOR Inc,93.0,59.0
4174,B00CIW320S,New,59.0,2.0,forevergreens,98.0,306.0
4175,B07XRF319J,New,13.0,0.0,Amazon.com,92.0,93.0
4176,B07XRF319J,New,13.0,1.0,Chōwa,92.0,93.0
4177,B07XRF319J,New,13.0,2.0,Nutrition Bizz,98.0,5659.0
4178,B07XRF319J,New,13.0,3.0,Lucky Vitamin,73.0,26937.0
4179,B07XRF319J,New,14.0,4.0,WooHoo Natural,92.0,72369.0
4180,B07XRF319J,New,14.0,5.0,DAILY ESSENTIAL STORE,93.0,5642.0
4181,B07XRF319J,New,14.0,6.0,As~You~Wish~Apothecary,91.0,8934.0
4182,B07XRF319J,New,14.0,7.0,XSNonline,98.0,114776.0
4183,B07XRF319J,New,15.0,8.0,Healthy minds & bodies,82.0,11.0
4184,B07XRF319J,New,15.0,9.0,natureschapter,70.0,8151.0
4185,B07XRF319J,New,16.0,10.0,River of Human Health,90.0,2661.0
4186,B081VPBXR5,New,69.0,0.0,Amazon.com,96.0,538.0
4187,B00FM9KNSI,New,29.0,0.0,Amazon.com,100.0,11485.0
4188,B01MQJZI9D,New,49.0,0.0,Amazon.com,94.0,1614.0
4189,B08DJ78YC4,New,39.0,0.0,Amazon.com,54.0,14960.0
4190,B08DJ78YC4,New,64.0,1.0,DataAlchemy,54.0,14960.0
4191,B06XS2TKTB,New,30.0,0.0,Amazon.com,100.0,14225.0
4192,B06XS2TKTB,New,30.0,1.0,Five Star Goods,99.0,2547.0
4193,B06XS2TKTB,New,30.0,2.0,healthmaxx12,98.0,7721.0
4194,B06XS2TKTB,New,35.0,3.0,Smile Always,99.0,3101.0
4195,B06XS2TKTB,To,34.0,4.0,Whole Foods Market,,
4196,B002W12DJ6,New,38.0,0.0,Amazon.com,99.0,320204.0
4197,B002W12DJ6,New,38.0,1.0,iHerb LLC,94.0,11543.0
4198,B002W12DJ6,New,38.0,2.0,VitaminLife,95.0,110588.0
4199,B002W12DJ6,New,38.0,3.0,DNS Health Foods,99.0,6610.0
4200,B002W12DJ6,New,38.0,4.0,Highland Health Foods,99.0,27784.0
4201,B002W12DJ6,New,38.0,5.0,Wellica Inc,88.0,89290.0
4202,B002W12DJ6,New,38.0,6.0,betterlifecom,93.0,13105.0
4203,B002W12DJ6,New,38.0,7.0,Lucky Vitamin,73.0,26937.0
4204,B002W12DJ6,New,41.0,8.0,VDCUSA,99.0,133115.0
4205,B0716Q35T1,New,34.0,0.0,Amazon.com,94.0,5597.0
4206,B0716Q35T1,New,34.0,1.0,Famosales,90.0,330.0
4207,B0716Q35T1,New,35.0,2.0,,,
4208,B0716Q35T1,New,36.0,3.0,Nutrition For Life,96.0,6266.0
4209,B0716Q35T1,New,39.0,4.0,JSeCom,93.0,1171.0
4210,B07B6JK21Z,New,36.0,0.0,Amazon.com,88.0,4655.0
4211,B07B6JK21Z,New,34.0,1.0,4seasonsale,88.0,4655.0
4212,B07B6JK21Z,New,35.0,2.0,American Wholesale Usa,94.0,587.0
4213,B07B6JK21Z,New,36.0,3.0,Deal Finders in Fla,96.0,198.0
4214,B07B6JK21Z,New,38.0,4.0,POGALA,95.0,56.0
4215,B07B6JK21Z,New,37.0,5.0,Akloos,85.0,173705.0
4216,B07B6JK21Z,New,42.0,6.0,Siron Hub,89.0,88.0
4217,B07B6JK21Z,New,42.0,7.0,Christian Family Sales 4 U,56.0,36.0
4218,B07B6JK21Z,New,42.0,8.0,JNC INNOVATION,90.0,69.0
4219,B07B6JK21Z,New,49.0,9.0,THE AIM STORE,84.0,4545.0
4220,B004RMK4P8,New,50.0,0.0,Amazon.com Services LLC,100.0,5.0
4221,B07VS8QCXC,New,104.0,0.0,Amazon.com,81.0,1388.0
4222,B07VS8QCXC,Used,92.0,1.0,More,,
4223,B07VS8QCXC,New,165.0,2.0,Nationwide Tech Biz (Serial number recorded),81.0,1388.0
4224,B07C438TMN,New,25.0,0.0,Amazon.com Services LLC,100.0,5.0
4225,B077QT6K94,New,460.0,0.0,Tech & Beyond,98.0,1560.0
4226,B077QT6K94,Used,324.0,1.0,Lyndale Distributing Co.,83.0,124.0
4227,B077QT6K94,Used,330.0,2.0,More,68.0,2473.0
4228,B077QT6K94,Used,399.0,3.0,Telecom Technology Equipment,79.0,68.0
4229,B077QT6K94,Used,382.0,4.0,More,85.0,54.0
4230,B077QT6K94,New,422.0,5.0,atg (Serial #'s Recorded),93.0,321.0
4231,B077QT6K94,New,423.0,6.0,Argus Tech. (S/N Recorded),86.0,404.0
4232,B077QT6K94,New,428.0,7.0,Future(SN Recorded),78.0,439.0
4233,B077QT6K94,New,432.0,8.0,S & L Business (We record S/N),80.0,160.0
4234,B077QT6K94,New,438.0,9.0,Edsimpala Closeouts,96.0,3284.0
4235,B077QT6K94,New,449.0,10.0,BUY MINE PLS,100.0,6.0
4236,B004RMK4P8,New,50.0,0.0,Amazon.com Services LLC,100.0,5.0
4237,B00K59HKIQ,New,100.0,0.0,Amazon.com Services LLC,100.0,5.0
4238,B00GAC1D2G,New,10.0,0.0,Amazon.com Services LLC,100.0,5.0
4239,B004RMK4BC,New,20.0,0.0,Amazon.com Services LLC,100.0,5.0
4240,B08XDR4Z2T,New,599.0,0.0,Amazon.com,94.0,19126.0
4241,B00XJZHJCA,New,60.0,0.0,Amazon.com Services LLC,100.0,5.0
4242,B08R73P72K,New,27.0,0.0,Amazon.com,78.0,68.0
4243,B08R73P72K,New,27.0,1.0,EncounterA,80.0,31.0
4244,B074LRF639,New,452.0,0.0,planet technology (S/N recorded),88.0,4002.0
4245,B074LRF639,Used,333.0,1.0,More,97.0,3727.0
4246,B074LRF639,Used,330.0,2.0,More,68.0,2473.0
4247,B074LRF639,Used,333.0,3.0,Lyndale Distributing Co.,83.0,124.0
4248,B074LRF639,Used,351.0,4.0,apatel92,91.0,11.0
4249,B074LRF639,Used,359.0,5.0,WorldWide-Distributors,73.0,212818.0
4250,B074LRF639,Used,383.0,6.0,More,96.0,396.0
4251,B074LRF639,Used,380.0,7.0,Tech deal (We Record Serial # ),70.0,2855.0
4252,B074LRF639,Used,408.0,8.0,More,85.0,6770.0
4253,B074LRF639,Used,409.0,9.0,More,89.0,13193.0
4254,B074LRF639,New,413.0,10.0,atg (Serial #'s Recorded),93.0,321.0
4255,B071CV8CG2,New,449.0,0.0,Amazon.com,93.0,10455.0
4256,B071CV8CG2,Used,320.0,1.0,More,68.0,2473.0
4257,B071CV8CG2,Used,321.0,2.0,More,81.0,3043.0
4258,B071CV8CG2,Used,329.0,3.0,Networkstore,75.0,2030.0
4259,B071CV8CG2,Used,339.0,4.0,Lyndale Distributing Co.,83.0,124.0
4260,B071CV8CG2,Used,349.0,5.0,More,89.0,1598.0
4261,B071CV8CG2,Used,349.0,6.0,More,97.0,3727.0
4262,B071CV8CG2,Used,324.0,7.0,musichunters2,73.0,6585.0
4263,B071CV8CG2,Used,354.0,8.0,More,89.0,13193.0
4264,B071CV8CG2,Used,354.0,9.0,apatel92,91.0,11.0
4265,B071CV8CG2,Used,368.0,10.0,Gameg,100.0,5.0
4266,B09746SXCX,New,29.0,0.0,Amazon.com,,
4267,B00K59HHHU,New,75.0,0.0,Amazon.com Services LLC,100.0,5.0
4268,B091YCKDNV,New,15.0,0.0,Amazon.com,91.0,1393.0
4269,B07L7W915H,New,74.0,0.0,Amazon.com,91.0,12456.0
4270,B07L7W915H,Used,69.0,1.0,More,91.0,12456.0
4271,B07L7W915H,New,74.0,2.0,world-sellers,90.0,3934.0
4272,B07L7W915H,New,75.0,3.0,PROSALE (SN recorded),90.0,6894.0
4273,B07L7W915H,New,69.0,4.0,PolyMart (We Record S/N),75.0,180.0
4274,B07L7W915H,New,77.0,5.0,WorldWide-Distributors,73.0,212818.0
4275,B07L7W915H,New,77.0,6.0,AAA-Shop,86.0,1134.0
4276,B07L7W915H,New,77.0,7.0,c shopper (SN Recorded),84.0,607.0
4277,B07L7W915H,New,78.0,8.0,Direct Distributor,89.0,94028.0
4278,B07L7W915H,New,79.0,9.0,GamePartyUS,87.0,4267.0
4279,B07L7W915H,New,87.0,10.0,SkyNetWorks,92.0,6163.0
4280,B08FC6C75Y,Used,,0.0,Amazon.com,86.0,7056.0
4281,B08FC6C75Y,Used,55.0,1.0,More,,
4282,B08FC6C75Y,Used,59.0,2.0,CellularStream,86.0,7056.0
4283,B08FC6C75Y,New,57.0,3.0,TechnoloJOY,71.0,91.0
4284,B08FC6C75Y,Used,63.0,4.0,More,92.0,13.0
4285,B08FC6C75Y,New,63.0,5.0,Best Game Deals,88.0,20497.0
4286,B08FC6C75Y,New,58.0,6.0,"The Tech Kingdom, LLC",0.0,3.0
4287,B08FC6C75Y,Used,60.0,7.0,BLCLLC,,
4288,B08FC6C75Y,Used,60.0,8.0,new_future_tech,97.0,518.0
4289,B08FC6C75Y,New,64.0,9.0,1StopShopLLC-RB,79.0,67.0
4290,B08FC6C75Y,New,64.0,10.0,WorldWide-Distributors,73.0,212818.0
4291,B094F45TDX,New,39.0,0.0,Amazon.com,96.0,526945.0
4292,B094F45TDX,New,39.0,1.0,Deep_Discount_Entertainment,96.0,526945.0
4293,B094F45TDX,New,50.0,2.0,newtownvideos,84.0,410004.0
4294,B094F45TDX,New,50.0,3.0,RAREWAVES-USA,92.0,32735.0
4295,B07HHVF2XG,New,67.0,0.0,Amazon.com,91.0,12456.0
4296,B07HHVF2XG,Used,49.0,1.0,DealTavern USA,92.0,103364.0
4297,B07HHVF2XG,Used,49.0,2.0,More,90.0,12402.0
4298,B07HHVF2XG,Used,54.0,3.0,More,91.0,12456.0
4299,B07HHVF2XG,New,66.0,4.0,world-sellers,90.0,3934.0
4300,B07HHVF2XG,New,67.0,5.0,JFJ(We record Serial number to prevent FRAUD),93.0,10455.0
4301,B07HHVF2XG,New,67.0,6.0,SpringTech (Serial # recorded),93.0,1524.0
4302,B07HHVF2XG,New,67.0,7.0,WorldWide-Distributors,73.0,212818.0
4303,B07HHVF2XG,New,63.0,8.0,Gamers HQ,91.0,2152.0
4304,B07HHVF2XG,New,68.0,9.0,Zimmy's,100.0,52.0
4305,B07HHVF2XG,Collectible,68.0,10.0,Acute Tek (We Record SN),80.0,4194.0
4306,B08VRCLZ5C,New,11.0,0.0,Amazon.com,100.0,1.0
4307,B08ZRQXZDC,New,18.0,0.0,Amazon.com,97.0,118.0
4308,B08SVYKYW1,New,15.0,0.0,Amazon.com,98.0,786.0
4309,B08SVYKYW1,Used,15.0,1.0,Amazon Warehouse,,
4310,B08SVYKYW1,New,15.0,2.0,RufashunjieUS,100.0,40.0
4311,B08Y5TJ1Q9,New,19.0,0.0,Amazon.com,97.0,118.0
4312,B08FBQTZPP,New,779.0,0.0,uShopMall Fast Shipping,87.0,7227.0
4313,B08RBP6MZN,New,14.0,0.0,Amazon.com,97.0,2598.0
4314,B08RBP6MZN,New,14.0,1.0,TlinUS,95.0,87.0
4315,B004RMK5QG,New,59.0,0.0,Amazon.com Services LLC,100.0,5.0
4316,B0945FDFBB,Renewed,179.0,0.0,Gryphon Commerce,82.0,2856.0
4317,B094CXY73H,New,30.0,0.0,Amazon.com,88.0,76.0
4318,B08H99BPJN,New,67.0,0.0,Amazon.com,82.0,12025.0
4319,B08H99BPJN,New,64.0,1.0,Nationwide-Distributors,86.0,30847.0
4320,B08H99BPJN,New,64.0,2.0,atg (Serial #'s Recorded),93.0,321.0
4321,B08H99BPJN,New,64.0,3.0,Best Game Deals,88.0,20497.0
4322,B08H99BPJN,New,66.0,4.0,Premium Shipment Deals,84.0,529.0
4323,B08H99BPJN,New,62.0,5.0,games_for_sale,82.0,53674.0
4324,B08H99BPJN,New,66.0,6.0,E ZEE ELECTRONICS,94.0,18031.0
4325,B08H99BPJN,New,67.0,7.0,USA Pro (Serial # Recorded & Matched),96.0,4002.0
4326,B08H99BPJN,New,67.0,8.0,gamechest,95.0,391.0
4327,B08H99BPJN,New,69.0,9.0,AZDealClub,93.0,1319.0
4328,B08H99BPJN,New,69.0,10.0,ClicknGrab,97.0,3264.0
4329,B08D44WZTS,New,99.0,0.0,Amazon.com,79.0,525.0
4330,B08D44WZTS,Used,45.0,1.0,More,,
4331,B08D44WZTS,Used,74.0,2.0,HeadphonesSource LLC,79.0,525.0
4332,B08D44WZTS,New,75.0,3.0,Broward Exchange,97.0,356.0
4333,B08D44WZTS,Used,109.0,4.0,Wholesale Connection,84.0,6233.0
4334,B08D44WZTS,New,109.0,5.0,Electronic Express,88.0,86719.0
4335,B08D44WZTS,New,125.0,6.0,Triplenet Pricing INC,79.0,72389.0
4336,B08D44WZTS,New,137.0,7.0,StoreChase,97.0,39.0
4337,B08D44WZTS,New,141.0,8.0,EZ Shop Outlet,88.0,166.0
4338,B08D44WZTS,New,141.0,9.0,e-ShopDirect,78.0,530.0
4339,B08D44WZTS,New,130.0,10.0,DVDCineShop USA,87.0,1919.0
4340,B09742GFC2,New,39.0,0.0,Amazon.com,,
4341,B093GRX6XH,New,29.0,0.0,Amazon.com,,
4342,B00XJE3RRM,New,29.0,0.0,Just 4 Games Inc,95.0,26285.0
4343,B00XJE3RRM,New,44.0,1.0,Lights Camera Auction,83.0,175.0
4344,B00XJE3RRM,New,59.0,2.0,ToyWiz,95.0,87788.0
4345,B017V6YVDC,New,9.99,0.0,Amazon.com Services LLC,100.0,5.0
4346,B08X2XLXZ1,New,499.0,0.0,Vivids Computer,88.0,2826.0
4347,B08X2XLXZ1,Used,429.0,1.0,More,88.0,2826.0
4348,B08X2XLXZ1,Used,449.0,2.0,Vivids Computer,88.0,2826.0
4349,B092GBWWBQ,New,1129.0,0.0,Mytrix,96.0,72.0
4350,B09742TT4W,New,39.0,0.0,Amazon.com,,
4351,B08RJC54X7,New,,0.0,Amazon.com,96.0,250.0
4352,B07KPN9TNY,Renewed,222.0,0.0,ilovetech deals,79.0,154.0
4353,B07KPN9TNY,Renewed,214.0,1.0,eStarland,85.0,1760.0
4354,B07KPN9TNY,Renewed,239.0,2.0,GameSwift,89.0,13193.0
4355,B07KPN9TNY,Renewed,258.0,3.0,RetroRefresh,91.0,1826.0
4356,B07KJXZX94,New,449.0,0.0,Action Gear,88.0,48965.0
4357,B07KJXZX94,Used,415.0,1.0,Mike Deals,93.0,15.0
4358,B07KJXZX94,Used,411.0,2.0,apatel92,91.0,11.0
4359,B07KJXZX94,Used,415.0,3.0,Manor Road Studio,96.0,57.0
4360,B07KJXZX94,New,448.0,4.0,atg (Serial #'s Recorded),93.0,321.0
4361,B07KJXZX94,New,449.0,5.0,Action Gear,88.0,48965.0
4362,B07KJXZX94,New,469.0,6.0,LightningSales (SN recorded),58.0,4350.0
4363,B07KJXZX94,New,452.0,7.0,TRIPPODO US,92.0,190.0
4364,B07KJXZX94,New,489.0,8.0,Super Prime Shop,92.0,404.0
4365,B07KJXZX94,New,499.0,9.0,uShopMall Fast Shipping,87.0,7227.0
4366,B07KJXZX94,New,499.0,10.0,Tech deal (We Record Serial # ),70.0,2855.0
4367,B094W4NLQT,New,39.0,0.0,Amazon.com,98.0,233.0
4368,B091NSK8WG,New,6.99,0.0,Amazon.com,,
4369,B091281W9B,New,54.0,0.0,Dream Party World,90.0,691.0
4370,B091281W9B,New,54.0,1.0,Ryoki,83.0,840.0
4371,B0814HM4P5,New,27.0,0.0,Amazon.com,98.0,11767.0
4372,B08GFTBTT6,New,37.0,0.0,Amazon.com,94.0,21.0
4373,B08GFTBTT6,Used,31.0,1.0,Amazon Warehouse,,
4374,B08MDX4G8W,New,184.0,0.0,taisen,86.0,150.0
4375,B08VRY315R,New,21.0,0.0,Amazon.com,100.0,4.0
4376,B07XZNWPLQ,New,53.0,0.0,Amazon.com,,
4377,B08XKCTT4M,New,179.0,0.0,hOme,91.0,10487.0
4378,B08XKCTT4M,New,179.0,1.0,hOme,91.0,10487.0
4379,B08XKCTT4M,New,179.0,2.0,hOme,91.0,10487.0
4380,B08XKCTT4M,New,179.0,3.0,hOme,91.0,10487.0
4381,B08XKCTT4M,New,179.0,4.0,hOme,91.0,10487.0
4382,B08XKCTT4M,New,179.0,5.0,hOme,91.0,10487.0
4383,B08XKCTT4M,New,229.0,6.0,RIF6,84.0,5222.0
4384,B08XKCTT4M,New,279.0,7.0,Prime Daily Discounts,87.0,8291.0
4385,B08XKCTT4M,New,279.0,8.0,Prime Daily Discounts,87.0,8291.0
4386,B08XKCTT4M,New,279.0,9.0,Prime Daily Discounts,87.0,8291.0
4387,B08XKCTT4M,New,279.0,10.0,Prime Daily Discounts,87.0,8291.0
4388,B0814HSSZJ,New,69.0,0.0,Amazon.com,98.0,11767.0
4389,B0814HSSZJ,Used,64.0,1.0,Amazon Warehouse,,
4390,B0814HSSZJ,Used,64.0,2.0,Amazon Warehouse,,
4391,B0814HSSZJ,Used,64.0,3.0,More,,
4392,B0814HSSZJ,Used,66.0,4.0,Amazon Warehouse,,
4393,B0814HSSZJ,Used,66.0,5.0,Amazon Warehouse,,
4394,B08F3HSMRZ,New,29.0,0.0,Amazon.com,86.0,81.0
4395,B08T1PVVH7,New,,0.0,Amazon.com,95.0,719.0
4396,B08DM68RJ7,New,39.0,0.0,Amazon.com,96.0,144.0
4397,B08DM68RJ7,Used,30.0,1.0,More,,
4398,B08DM68RJ7,Used,30.0,2.0,More,,
4399,B08DM68RJ7,Used,30.0,3.0,Amazon Warehouse,,
4400,B08DM68RJ7,Used,32.0,4.0,More,,
4401,B08DM68RJ7,Used,32.0,5.0,Amazon Warehouse,,
4402,B08DM68RJ7,Used,32.0,6.0,More,,
4403,B08DM68RJ7,Used,32.0,7.0,Amazon Warehouse,,
4404,B08DM68RJ7,Used,32.0,8.0,Amazon Warehouse,,
4405,B08DM68RJ7,Used,32.0,9.0,Amazon Warehouse,,
4406,B08DM68RJ7,New,49.0,10.0,USCky,100.0,3.0
4407,B002UKJC20,New,90.0,0.0,Amazon.com,65.0,20.0
4408,B002UKJC20,Used,84.0,1.0,Amazon Warehouse,,
4409,B002UKJC20,New,137.0,2.0,PRODUCTS HUB,65.0,20.0
4410,B002UKJC20,New,137.0,3.0,Super discount goods,79.0,38.0
4411,B002UKJC20,New,139.0,4.0,AGGB Express Brands,52.0,44.0
4412,B002UKJC20,New,139.0,5.0,TMS Pro EOOD,56.0,39.0
4413,B002UKJC20,New,143.0,6.0,AmericaOrigin,84.0,37.0
4414,B002UKJC20,New,143.0,7.0,Sapphire Premium,70.0,5792.0
4415,B002UKJC20,New,160.0,8.0,KC147274,80.0,5.0
4416,B002UKJC20,New,165.0,9.0,ATLAS PARK STORE,100.0,83.0
4417,B002UKJC20,New,180.0,10.0,Bynetta,87.0,62.0
4418,B08FY1RCGX,New,34.0,0.0,Amazon.com,94.0,50.0
4419,B08B3JJZST,New,24.0,0.0,Amazon.com,95.0,256.0
4420,B08B3JJZST,Used,17.0,1.0,More,,
4421,B08B3JJZST,Used,17.0,2.0,Amazon Warehouse,,
4422,B08B3JJZST,Used,18.0,3.0,Amazon Warehouse,,
4423,B08B3JJZST,Used,18.0,4.0,More,,
4424,B08MDX4G8W,New,184.0,0.0,taisen,86.0,150.0
4425,B08YYW71P1,New,,0.0,Amazon.com,98.0,410.0
4426,B08FDH32DL,New,24.0,0.0,Amazon.com,67.0,80.0
4427,B07F3VMX1J,New,37.0,0.0,Amazon.com,100.0,2735.0
4428,B08TLMZSV5,New,30.0,0.0,Amazon.com,96.0,124.0
4429,B087CRR62S,New,35.0,0.0,Amazon.com,91.0,240.0
4430,B087CRR62S,New,36.0,1.0,LIUTINGTINGA,91.0,11.0
4431,B08CL2MJBM,New,39.0,0.0,Amazon.com,98.0,624.0
4432,B08CL2MJBM,Used,37.0,1.0,Amazon Warehouse,,
4433,B004CY3HHI,New,112.0,0.0,The Price is Right Source,25.0,4.0
4434,B004CY3HHI,Used,87.0,1.0,Amazon Warehouse,,
4435,B004CY3HHI,New,99.0,2.0,,,
4436,B004CY3HHI,New,113.0,3.0,Peach Mart Grand Enterprises,100.0,1.0
4437,B004CY3HHI,New,113.0,4.0,Best Sale Enterprise,68.0,47.0
4438,B004CY3HHI,New,114.0,5.0,TRENDOLOGY,69.0,32.0
4439,B004CY3HHI,New,115.0,6.0,Joally,79.0,124.0
4440,B004CY3HHI,New,119.0,7.0,A 2 Z MART LLC,92.0,51.0
4441,B004CY3HHI,New,122.0,8.0,Best Prolife Deals,59.0,32.0
4442,B004CY3HHI,New,151.0,9.0,Super discount goods,79.0,38.0
4443,B004CY3HHI,New,152.0,10.0,BJI Furniture USA,85.0,40.0
4444,B006CV92DW,New,164.0,0.0,Amazon.com,85.0,4035.0
4445,B006CV92DW,Used,151.0,1.0,More,,
4446,B006CV92DW,New,164.0,2.0,Ringside.,85.0,4035.0
4447,B006CV92DW,Used,292.0,3.0,ATLAS PARK STORE,100.0,83.0
4448,B0046XMB9U,New,129.0,0.0,Amazon.com,81.0,155.0
4449,B0046XMB9U,New,120.0,1.0,PPChoose,81.0,155.0
4450,B0046XMB9U,New,164.0,2.0,Petrov's Shop,53.0,30.0
4451,B0046XMB9U,New,165.0,3.0,Whole Discounts,60.0,10.0
4452,B0046XMB9U,New,219.0,4.0,BJI Furniture USA,85.0,40.0
4453,B0046XMB9U,New,220.0,5.0,Alpha Source LLC,68.0,28.0
4454,B0046XMB9U,New,240.0,6.0,YYG Distribution LLC,86.0,51.0
4455,B0046XMB9U,New,246.0,7.0,GerardJae's Gear,88.0,164.0
4456,B0046XMB9U,New,275.0,8.0,D&C Online Sales,67.0,21.0
4457,B0046XMB9U,New,291.0,9.0,Bridge Resources,65.0,53.0
4458,B0046XMB9U,New,379.0,10.0,Daze Goods and More,,
4459,B08RJ8GV1M,New,30.0,0.0,Amazon.com,73.0,11.0
4460,B089Y6W16Z,New,129.0,0.0,Forethought Outdoor,87.0,199.0
4461,B003VZIWZQ,New,32.0,0.0,Amazon.com,95.0,45.0
4462,B003VZIWZQ,Used,27.0,1.0,Amazon Warehouse,,
4463,B003VZIWZQ,Used,28.0,2.0,Amazon Warehouse,,
4464,B003VZIWZQ,New,33.0,3.0,TopInnovations,,
4465,B003VZIWZQ,New,33.0,4.0,Samster Marketplace,,
4466,B003VZIWZQ,New,34.0,5.0,Orenda Labs,100.0,3.0
4467,B003VZIWZQ,New,34.0,6.0,Life Gears,91.0,5420.0
4468,B003VZIWZQ,New,34.0,7.0,Life Gears,91.0,5420.0
4469,B003VZIWZQ,New,36.0,8.0,Super Supplies LLC,100.0,10915.0
4470,B089GT5GMD,New,159.0,0.0,DAYEEDIRECT,95.0,87.0
4471,B08NF3Q2Y5,New,39.0,0.0,Amazon.com,96.0,52.0
4472,B00CEHVOZ2,New,102.0,0.0,Robert Kennedy LLC,62.0,131.0
4473,B00CEHVOZ2,New,99.0,1.0,Nice Way,37.0,46.0
4474,B00CEHVOZ2,New,102.0,2.0,WESTN Wallets,37.0,40.0
4475,B00CEHVOZ2,New,102.0,3.0,Endo Products,71.0,113.0
4476,B00CEHVOZ2,New,102.0,4.0,USA Flash Deals,67.0,573.0
4477,B00CEHVOZ2,New,105.0,5.0,CHAI ESTORE LLC,76.0,29.0
4478,B00CEHVOZ2,New,105.0,6.0,J VOLUTION FBA STORE,61.0,114.0
4479,B00CEHVOZ2,New,105.0,7.0,StoreSolutions,63.0,98.0
4480,B00CEHVOZ2,New,105.0,8.0,BC FLUENT COMMERCE,60.0,30.0
4481,B00CEHVOZ2,New,106.0,9.0,Odysseus enterprises,22.0,9.0
4482,B00CEHVOZ2,New,106.0,10.0,Sihao's Shop,81.0,32.0
4483,B08FFKSYD5,New,26.0,0.0,Amazon.com,73.0,11.0
4484,B07XXXH43V,New,23.0,0.0,Amazon.com,75.0,500.0
4485,B07XXXH43V,Used,17.0,1.0,Amazon Warehouse,,
4486,B07XXXH43V,Used,17.0,2.0,More,,
4487,B07XXXH43V,Used,18.0,3.0,Amazon Warehouse,,
4488,B07XXXH43V,Used,18.0,4.0,Amazon Warehouse,,
4489,B07XXXH43V,Used,18.0,5.0,Amazon Warehouse,,
4490,B088D3QFZK,New,119.0,0.0,Amazon.com,86.0,150.0
4491,B088D3QFZK,Used,106.0,1.0,Amazon Warehouse,,
4492,B088D3QFZK,Used,106.0,2.0,Amazon Warehouse,,
4493,B088D3QFZK,Used,106.0,3.0,More,,
4494,B088D3QFZK,Used,110.0,4.0,Amazon Warehouse,,
4495,B088D3QFZK,Used,110.0,5.0,Amazon Warehouse,,
4496,B08QR3KK1X,New,21.0,0.0,Amazon.com,94.0,161.0
4497,B08QR3KK1X,Used,19.0,1.0,Amazon Warehouse,,
4498,B08SWB4T9M,New,66.0,0.0,Amazon.com,100.0,16.0
4499,B08SWB4T9M,Used,56.0,1.0,Amazon Warehouse,,
4500,B08SWB4T9M,Used,56.0,2.0,Amazon Warehouse,,
4501,B08P4RY848,New,146.0,0.0,Amazon.com,,
4502,B08P4RY848,Used,132.0,1.0,More,,
4503,B0833PM1KJ,New,28.0,0.0,Amazon.com,95.0,361.0
4504,B0833PM1KJ,Used,8.13,1.0,More,,
4505,B087QK6R6V,New,39.0,0.0,Amazon.com,100.0,1605.0
4506,B087QK6R6V,Used,34.0,1.0,More,,
4507,B087QK6R6V,Used,34.0,2.0,Amazon Warehouse,,
4508,B087QK6R6V,Used,34.0,3.0,Amazon Warehouse,,
4509,B087QK6R6V,Used,35.0,4.0,Amazon Warehouse,,
4510,B087QK6R6V,Used,35.0,5.0,Amazon Warehouse,,
4511,B08GQ1VTPB,New,26.0,0.0,Amazon.com,92.0,120.0
4512,B009O3SC18,New,99.0,0.0,Amazon.com,,
4513,B009O3SC18,Used,70.0,1.0,More,,
4514,B009O3SC18,Used,83.0,2.0,More,,
4515,B009O3SC18,Used,86.0,3.0,Amazon Warehouse,,
4516,B009O3SC18,Used,86.0,4.0,Amazon Warehouse,,
4517,B009O3SC18,Used,86.0,5.0,More,,
4518,B009O3SC18,Used,86.0,6.0,More,,
4519,B009O3SC18,Used,86.0,7.0,More,,
4520,B009O3SC18,Used,89.0,8.0,Amazon Warehouse,,
4521,B0048GXJ6O,New,114.0,0.0,Spreetail,87.0,305191.0
4522,B0048GXJ6O,New,113.0,1.0,SIA19,100.0,3.0
4523,B0048GXJ6O,New,114.0,2.0,TRENDOLOGY,69.0,32.0
4524,B0048GXJ6O,New,120.0,3.0,Peach Mart Grand Enterprises,100.0,1.0
4525,B0048GXJ6O,New,165.0,4.0,Triplenet Pricing INC,79.0,72389.0
4526,B0048GXJ6O,New,169.0,5.0,GerardJae's Gear,88.0,164.0
4527,B0048GXJ6O,New,80.0,6.0,Troy  Store,85.0,236.0
4528,B0048GXJ6O,New,181.0,7.0,BJI Furniture USA,85.0,40.0
4529,B08BFMY7KL,New,13.0,0.0,Amazon.com,89.0,73.0
4530,B0912BQM2Q,New,359.0,0.0,Century Martial Arts,85.0,3978.0
4531,B08T1K2945,New,159.0,0.0,Unitech-CR,100.0,226.0
4532,B08VF2K9FT,New,30.0,0.0,Amazon.com,97.0,1028.0
4533,B08VF2K9FT,New,33.0,1.0,AutumnShop,93.0,492.0
4534,B0869NJPZG,New,12.0,0.0,Amazon.com,88.0,64.0
4535,B0869NJPZG,New,18.0,1.0,Xinrub,88.0,736.0
4536,B0869NJPZG,New,66.0,2.0,Xinrub,88.0,736.0
