,prod_asin,prod_condition,prod_price,seller_index,seller_name,seller_rating,seller_n_reviews
1081,B073CXZ8KR,New,10.0,4.0,Gathered Round,88.0,16.0
1082,B073CXZ8KR,New,11.0,5.0,KCLIQ,81.0,101.0
1083,B073CXZ8KR,New,12.0,6.0,✓ warehouse,76.0,41.0
1084,B073CXZ8KR,New,12.0,7.0,Pharmapacks,95.0,1086661.0
1085,B073CXZ8KR,New,7.99,8.0,annette910,90.0,21.0
1086,B073CXZ8KR,New,7.99,9.0,i-deals4u,92.0,968.0
1087,B073CXZ8KR,New,14.0,10.0,OTCRx4u,90.0,114240.0
1088,B086LK197J,New,12.0,0.0,Amazon.com,86.0,361.0
1089,B086LK197J,New,15.0,1.0,Apy products,86.0,361.0
1090,B086LK197J,New,16.0,2.0,JMR ONLINE LLC,82.0,50.0
1091,B086LK197J,New,16.0,3.0,Amazing Deals & Promotions,98.0,4763.0
1092,B086LK197J,New,17.0,4.0,FCM ONLINE LLC,90.0,94.0
1093,B086LK197J,New,19.0,5.0,MunchieBox,98.0,276.0
1094,B086LK197J,New,22.0,6.0,YasmineShami,85.0,25.0
1095,B086LK197J,New,22.0,7.0,BabyLuck,75.0,2040.0
1096,B0009F3O8Q,New,4.94,0.0,Amazon.com,86.0,28.0
1097,B0009F3O8Q,New,4.89,1.0,Future_Concepts,86.0,28.0
1098,B0009F3O8Q,New,4.89,2.0,World Dealz LLC,81.0,6312.0
1099,B0009F3O8Q,New,4.9,3.0,Nitya Life,88.0,18.0
1100,B0009F3O8Q,New,5.94,4.0,FE FAST CIVIL,92.0,52.0
1101,B0009F3O8Q,New,6.05,5.0,saveMEdeals,77.0,5263.0
1102,B0009F3O8Q,New,7.47,6.0,Reid Louis Peter,89.0,4695.0
1103,B0009F3O8Q,New,8.64,7.0,Armazém dos bons,98.0,47.0
1104,B0009F3O8Q,New,8.99,8.0,Macro Baby,91.0,3515.0
1105,B0009F3O8Q,New,8.99,9.0,ePS,78.0,27.0
1106,B0009F3O8Q,New,5.95,10.0,RETAIL GROOVE,78.0,772.0
1107,B0034F9K36,New,7.42,0.0,Amazon.com,77.0,5263.0
1108,B0034F9K36,New,9.14,1.0,saveMEdeals,77.0,5263.0
1109,B0034F9K36,New,9.17,2.0,xssential,87.0,3022.0
1110,B0034F9K36,New,9.99,3.0,KaoUSADirect,98.0,58.0
1111,B0034F9K36,New,12.0,4.0,YasmineShami,85.0,25.0
1112,B0034F9K36,New,12.0,5.0,Zoom Exchange,88.0,617.0
1113,B0034F9K36,New,8.81,6.0,RETAIL GROOVE,78.0,772.0
1114,B0034F9K36,New,12.0,7.0,Gee & C,92.0,1317.0
1115,B0034F9K36,New,13.0,8.0,STORE_AnyAn,90.0,59.0
1116,B0034F9K36,New,7.42,9.0,Chucks Variety,,
1117,B075G3RJDZ,New,7.68,0.0,Amazon.com,,
1118,B075G3RJDZ,New,2.75,1.0,Gale's Closet LLC,,
1119,B075G3RJDZ,New,8.35,2.0,USA TRADERZ,96.0,168.0
1120,B075G3RJDZ,New,8.39,3.0,Apolinariya,97.0,190.0
1121,B075G3RJDZ,New,9.43,4.0,Leo Trader's,78.0,93.0
1122,B075G3RJDZ,New,9.45,5.0,saveMEdeals,77.0,5263.0
1123,B075G3RJDZ,New,10.0,6.0,Zoom Exchange,88.0,617.0
1124,B075G3RJDZ,New,10.0,7.0,MMT Trading INC.,95.0,125.0
1125,B075G3RJDZ,New,8.05,8.0,RETAIL GROOVE,78.0,772.0
1126,B075G3RJDZ,New,11.0,9.0,YasmineShami,85.0,25.0
1127,B075G3RJDZ,New,11.0,10.0,AZ E-Commerce,81.0,811.0
1128,B015ORMEP2,New,4.92,0.0,Amazon.com,91.0,135.0
1129,B015ORMEP2,New,5.99,1.0,PalmersDirect,91.0,135.0
1130,B015ORMEP2,New,7.47,2.0,saveMEdeals,77.0,5263.0
1131,B015ORMEP2,New,7.5,3.0,AreaTrend,88.0,85734.0
1132,B015ORMEP2,New,6.43,4.0,RETAIL GROOVE,78.0,772.0
1133,B015ORMEP2,New,4.97,5.0,maddawgbooks,95.0,2952.0
1134,B015ORMEP2,New,9.99,6.0,CBD Gifts and Goods,91.0,1225.0
1135,B015ORMEP2,New,12.0,7.0,PopShop!,90.0,12366.0
1136,B015ORMEP2,New,12.0,8.0,SSNJ2003,90.0,254.0
1137,B015ORMEP2,New,13.0,9.0,BoxBeauty,69.0,15480.0
1138,B015ORMEP2,New,7.46,10.0,House of Beauty World,90.0,2073.0
1139,B008B9L6WS,New,9.97,0.0,Amazon.com,90.0,10.0
1140,B008B9L6WS,New,4.48,1.0,RADmom,90.0,10.0
1141,B008B9L6WS,New,12.0,2.0,Floccose,72.0,223.0
1142,B008B9L6WS,New,12.0,3.0,xssential,87.0,3022.0
1143,B008B9L6WS,New,14.0,4.0,saveMEdeals,77.0,5263.0
1144,B008B9L6WS,New,16.0,5.0,Pharmapacks,95.0,1086661.0
1145,B008B9L6WS,New,17.0,6.0,Bossladie,100.0,2.0
1146,B008B9L6WS,New,18.0,7.0,OTCRx4u,90.0,114240.0
1147,B008B9L6WS,New,18.0,8.0,Fun Stuff For Sale,88.0,125069.0
1148,B008B9L6WS,New,20.0,9.0,Mr. Medical,99.0,241673.0
1149,B008B9L6WS,New,20.0,10.0,A-Z Best Deal,97.0,7041.0
1150,B000OYJ9AO,New,12.0,0.0,Amazon.com,97.0,717.0
1151,B000OYJ9AO,New,12.0,1.0,Galactic Shop,99.0,175522.0
1152,B000OYJ9AO,New,12.0,2.0,Adina's Store,97.0,10394.0
1153,B000OYJ9AO,New,13.0,3.0,Roney Innovations,95.0,9845.0
1154,B000OYJ9AO,New,13.0,4.0,LosNacha,86.0,61.0
1155,B000OYJ9AO,New,13.0,5.0,BE-U,92.0,5685.0
1156,B000OYJ9AO,New,13.0,6.0,BeautyRocks,89.0,7397.0
1157,B000OYJ9AO,New,13.0,7.0,Gambit Global,94.0,3493.0
1158,B000OYJ9AO,New,13.0,8.0,Amazing Pride,98.0,137852.0
1159,B000OYJ9AO,New,13.0,9.0,ORIGINAL CHOICES,98.0,3507.0
1160,B000OYJ9AO,New,13.0,10.0,MysticBeauty90,94.0,517.0
1161,B07FTB5YYP,New,14.0,0.0,Amazon.com,94.0,78068.0
1162,B07FTB5YYP,New,29.0,1.0,Royal Meds,94.0,78068.0
1163,B07FTB5YYP,New,36.0,2.0,Rebel Smuggling LLC,95.0,14017.0
1164,B07FTB5YYP,New,38.0,3.0,RocketDSD,86.0,3837.0
1165,B088CKLWVY,New,24.0,0.0,Amazon.com,96.0,34595.0
1166,B088CKLWVY,New,24.0,1.0,Beauty 4 Us,96.0,34595.0
1167,B088CKLWVY,New,24.0,2.0,CopperRoad,100.0,538.0
1168,B07NJQH1WZ,New,5.58,0.0,Amazon.com,,
1169,B0897ZLQZM,New,13.0,0.0,Amazon.com,98.0,4763.0
1170,B0897ZLQZM,New,18.0,1.0,Amazing Deals & Promotions,98.0,4763.0
1171,B0897ZLQZM,New,18.0,2.0,CBD Gifts and Goods,91.0,1225.0
1172,B0897ZLQZM,New,18.0,3.0,"Dailyitemss, Inc",79.0,284.0
1173,B0897ZLQZM,New,26.0,4.0,Alexander Enterprises North,64.0,531.0
1174,B00D09EWHK,New,9.99,0.0,Amazon.com,94.0,3626.0
1175,B00D09EWHK,New,9.73,1.0,Shed of Plenty,88.0,651.0
1176,B00D09EWHK,New,13.0,2.0,,,
1177,B08FZ85TKY,New,14.0,0.0,Amazon.com,99.0,6319.0
1178,B08FZ85TKY,New,14.0,1.0,LUXURY | GODDESS,100.0,4278.0
1179,B08FZ85TKY,New,14.0,2.0,All American Beauty,99.0,16474.0
1180,B08FZ85TKY,New,14.0,3.0,Quality Sourced Products,98.0,36949.0
1181,B08FZ85TKY,New,14.0,4.0,BeautyPairadice,96.0,243.0
1182,B08FZ85TKY,New,15.0,5.0,Beauty Supplie 4 Less,93.0,1471.0
1183,B08FZ85TKY,New,15.0,6.0,,,
1184,B08FZ85TKY,New,15.0,7.0,Just Shopping Around llc,99.0,17483.0
1185,B08FZ85TKY,New,16.0,8.0,1 Total Tan,91.0,1194.0
1186,B08FZ85TKY,New,18.0,9.0,The Lotion Connexion,95.0,107.0
1187,B08FZ85TKY,New,18.0,10.0,TanForLess,93.0,4347.0
1188,B01HTJTV0E,New,16.0,0.0,Amazon.com,,
1189,B07BRDVQ4B,New,22.0,0.0,Amazon.com,92.0,1510.0
1190,B07BRDVQ4B,New,22.0,1.0,Medikus,92.0,1510.0
1191,B07BRDVQ4B,New,25.0,2.0,Pharmapacks,95.0,1086661.0
1192,B07BRDVQ4B,New,28.0,3.0,HerbsPro,64.0,54913.0
1193,B07BRDVQ4B,New,37.0,4.0,✓ warehouse,76.0,41.0
1194,B07W7W3GG4,To,9.99,0.0,Whole Foods Market,,
1195,B000OYNCES,New,13.0,0.0,Amazon.com,97.0,10394.0
1196,B000OYNCES,New,14.0,1.0,Adina's Store,97.0,10394.0
1197,B000OYNCES,New,15.0,2.0,Beauty 4 Less,99.0,6319.0
1198,B000OYNCES,New,15.0,3.0,All American Beauty,99.0,16474.0
1199,B000OYNCES,New,17.0,4.0,The Lotion Connexion,95.0,107.0
1200,B000OYNCES,New,12.0,5.0,"S,Shop",83.0,26063.0
1201,B000OYNCES,New,12.0,6.0,Purple Rain Sales,95.0,2196.0
1202,B000OYNCES,New,12.0,7.0,rarebooksandrecords and more,89.0,784.0
1203,B000OYNCES,New,20.0,8.0,BeauteCity,69.0,1386.0
1204,B000OYNCES,New,21.0,9.0,Beauty Collection,97.0,18649.0
1205,B000OYNCES,New,11.0,10.0,shoecare,92.0,8355.0
1206,B001441QCW,New,12.0,0.0,Amazon.com,77.0,5263.0
1207,B001441QCW,New,16.0,1.0,saveMEdeals,77.0,5263.0
1208,B001441QCW,New,16.0,2.0,Amazing Deals & Promotions,98.0,4763.0
1209,B001441QCW,New,17.0,3.0,One Ten General Trading Corp.,84.0,201.0
1210,B001441QCW,New,12.0,4.0,Lets Get Healthy,85.0,20.0
1211,B001441QCW,New,14.0,5.0,RETAIL GROOVE,78.0,772.0
1212,B001441QCW,New,12.0,6.0,Deals Serve,80.0,8633.0
1213,B001441QCW,New,19.0,7.0,BoxBeauty,69.0,15480.0
1214,B001441QCW,New,20.0,8.0,OxKom,99.0,491029.0
1215,B001441QCW,New,20.0,9.0,ePS,78.0,27.0
1216,B001441QCW,New,20.0,10.0,OTCRx4u,90.0,114240.0
1217,B000ORV3NC,New,15.0,0.0,Amazon.com,100.0,399.0
1218,B000ORV3NC,New,17.0,1.0,BY-THE-SEA,100.0,399.0
1219,B000ORV3NC,New,17.0,2.0,Element 151,100.0,1.0
1220,B000ORV3NC,New,19.0,3.0,Vita Place,97.0,14350.0
1221,B000ORV3NC,New,20.0,4.0,Holly Hill Health Foods,98.0,3324.0
1222,B000ORV3NC,New,20.0,5.0,Heartland Mart,77.0,1131.0
1223,B000ORV3NC,New,21.0,6.0,evoxMarket,76.0,4442.0
1224,B000ORV3NC,New,21.0,7.0,Big Deals & More,81.0,242.0
1225,B000ORV3NC,New,23.0,8.0,Shine Med/Den Supply CO,84.0,8089.0
1226,B000ORV3NC,New,26.0,9.0,Easy PZ,99.0,334.0
1227,B000ORV3NC,New,26.0,10.0,Isapro,25.0,12.0
1228,B00E00GNBQ,New,68.0,0.0,Amazon.com,,
1229,B07RHWBTS5,New,20.0,0.0,Amazon.com,77.0,5263.0
1230,B07RHWBTS5,New,23.0,1.0,saveMEdeals,77.0,5263.0
1231,B07RHWBTS5,New,23.0,2.0,WOW MART,67.0,2586.0
1232,B07RHWBTS5,New,27.0,3.0,YasmineShami,85.0,25.0
1233,B07RHWBTS5,New,27.0,4.0,Amazing Deals & Promotions,98.0,4763.0
1234,B00JZ017L2,New,24.0,0.0,Amazon.com,94.0,78068.0
1235,B00JZ017L2,New,38.0,1.0,Royal Meds,94.0,78068.0
1236,B00JZ017L2,New,39.0,2.0,WOW MART,67.0,2586.0
1237,B00JZ017L2,New,43.0,3.0,OTCRx4u,90.0,114240.0
1238,B00JZ017L2,New,43.0,4.0,I Buy Direct,85.0,25497.0
1239,B00JZ017L2,New,49.0,5.0,HappyRedRoosters,68.0,288.0
1240,B001459IEE,New,8.68,0.0,Amazon.com,95.0,9845.0
1241,B001459IEE,New,8.53,1.0,Roney Innovations,95.0,9845.0
1242,B001459IEE,New,10.0,2.0,saveMEdeals,77.0,5263.0
1243,B001459IEE,New,10.0,3.0,xssential,87.0,3022.0
1244,B001459IEE,New,11.0,4.0,AMAZING DEALS INC,80.0,8296.0
1245,B001459IEE,New,11.0,5.0,AA world,100.0,6.0
1246,B001459IEE,New,12.0,6.0,Fashion Horton,96.0,616.0
1247,B001459IEE,New,12.0,7.0,WOW MART,67.0,2586.0
1248,B001459IEE,New,10.0,8.0,RETAIL GROOVE,78.0,772.0
1249,B001459IEE,New,13.0,9.0,Name Brand Overstock,91.0,4676.0
1250,B001459IEE,New,14.0,10.0,Jozee Q,100.0,22.0
1251,B0876XLBQ1,To,12.0,0.0,Whole Foods Market,,
1252,B003QXZWYW,New,19.0,0.0,Amazon.com,93.0,1972.0
1253,B003QXZWYW,New,19.0,1.0,LovelySkin Inc,93.0,1972.0
1254,B00L7S3IGC,New,16.0,0.0,Amazon.com,,
1255,B00GBH8VNE,New,9.99,0.0,Amazon.com,94.0,3626.0
1256,B00GBH8VNE,New,6.75,1.0,Metropolis Emporium,92.0,13.0
1257,B00NFR14PK,New,8.54,0.0,Amazon.com,77.0,5263.0
1258,B00NFR14PK,New,10.0,1.0,saveMEdeals,77.0,5263.0
1259,B00NFR14PK,New,10.0,2.0,xssential,87.0,3022.0
1260,B00NFR14PK,New,11.0,3.0,WOW MART,67.0,2586.0
1261,B00NFR14PK,New,11.0,4.0,AA world,100.0,6.0
1262,B00MIYN9A4,New,21.0,0.0,Amazon.com,77.0,5263.0
1263,B00MIYN9A4,New,26.0,1.0,saveMEdeals,77.0,5263.0
1264,B00MIYN9A4,New,26.0,2.0,xssential,87.0,3022.0
1265,B00MIYN9A4,New,28.0,3.0,WOW MART,67.0,2586.0
1266,B00MIYN9A4,New,28.0,4.0,YasmineShami,85.0,25.0
1267,B00MIYN9A4,New,28.0,5.0,Amazing Deals & Promotions,98.0,4763.0
1268,B00MIYN9A4,New,26.0,6.0,RETAIL GROOVE,78.0,772.0
1269,B00MIYN9A4,New,33.0,7.0,ePS,78.0,27.0
1270,B00MIYN9A4,New,33.0,8.0,Pharmapacks,95.0,1086661.0
1271,B00MIYN9A4,New,36.0,9.0,Royal Meds,94.0,78068.0
1272,B00MIYN9A4,New,12.0,10.0,Shop360z,92.0,13.0
1273,B00HFG0FAM,New,12.0,0.0,Amazon.com,97.0,10394.0
1274,B00HFG0FAM,New,12.0,1.0,,,
1275,B00HFG0FAM,New,13.0,2.0,VerSure,100.0,86863.0
1276,B00HFG0FAM,New,13.0,3.0,Beauty 4 Less,99.0,6319.0
1277,B00HFG0FAM,New,13.0,4.0,All American Beauty,99.0,16474.0
1278,B00HFG0FAM,New,15.0,5.0,saveMEdeals,77.0,5263.0
1279,B00HFG0FAM,New,15.0,6.0,xssential,87.0,3022.0
1280,B00HFG0FAM,New,16.0,7.0,The Lotion Connexion,95.0,107.0
1281,B00HFG0FAM,New,17.0,8.0,csolutions,93.0,538.0
1282,B00HFG0FAM,New,17.0,9.0,OTCRx4u,90.0,114240.0
1283,B00HFG0FAM,New,17.0,10.0,Lotion Bargains,94.0,242.0
1284,B07GC86X9X,New,9.97,0.0,Amazon.com,97.0,504.0
1285,B07GC86X9X,New,14.0,1.0,flydogg007,97.0,504.0
1286,B001G7PLZ0,New,13.0,0.0,Amazon.com,87.0,3022.0
1287,B001G7PLZ0,New,17.0,1.0,xssential,87.0,3022.0
1288,B001G7PLZ0,New,16.0,2.0,RETAIL GROOVE,78.0,772.0
1289,B001G7PLZ0,New,20.0,3.0,saveMEdeals,77.0,5263.0
1290,B001G7PLZ0,New,21.0,4.0,Pharmapacks,95.0,1086661.0
1291,B001G7PLZ0,New,23.0,5.0,Royal Meds,94.0,78068.0
1292,B001G7PLZ0,New,24.0,6.0,WOW MART,67.0,2586.0
1293,B001G7PLZ0,New,26.0,7.0,OTCRx4u,90.0,114240.0
1294,B00U97TO6U,New,13.0,0.0,Amazon.com,100.0,86863.0
1295,B00U97TO6U,New,13.0,1.0,VerSure,100.0,86863.0
1296,B00U97TO6U,New,13.0,2.0,Beauty 4 Less,99.0,6319.0
1297,B00U97TO6U,New,13.0,3.0,All American Beauty,99.0,16474.0
1298,B00U97TO6U,New,16.0,4.0,saveMEdeals,77.0,5263.0
1299,B00U97TO6U,New,16.0,5.0,xssential,87.0,3022.0
1300,B00U97TO6U,New,16.0,6.0,The Lotion Connexion,95.0,107.0
1301,B00U97TO6U,New,17.0,7.0,OTCRx4u,90.0,114240.0
1302,B00U97TO6U,New,17.0,8.0,Adina's Store,97.0,10394.0
1303,B00U97TO6U,New,17.0,9.0,Lotion Bargains,94.0,242.0
1304,B00U97TO6U,New,17.0,10.0,HAIRCARETODAY,96.0,3324.0
1305,B07DQX9B7G,New,9.99,0.0,Amazon.com,78.0,27.0
1306,B07DQX9B7G,New,16.0,1.0,ePS,78.0,27.0
1307,B07DQX9B7G,New,16.0,2.0,OTCRx4u,90.0,114240.0
1308,B07DQX9B7G,New,17.0,3.0,Pharmapacks,95.0,1086661.0
1309,B07DQX9B7G,New,18.0,4.0,Royal Meds,94.0,78068.0
1310,B07DQX9B7G,New,20.0,5.0,✓ warehouse,76.0,41.0
1311,B07DQX9B7G,New,9.99,6.0,Revived Retail,90.0,398.0
1312,B07SQBFHP2,To,10.0,0.0,Whole Foods Market,,
1313,B01MCTTDJS,New,6.99,0.0,Amazon.com,87.0,3022.0
1314,B01MCTTDJS,New,9.87,1.0,xssential,87.0,3022.0
1315,B01MCTTDJS,New,10.0,2.0,saveMEdeals,77.0,5263.0
1316,B01MCTTDJS,New,12.0,3.0,WOW MART,67.0,2586.0
1317,B01MCTTDJS,New,14.0,4.0,OTCRx4u,90.0,114240.0
1318,B07QBN245V,New,5.97,0.0,Amazon.com,100.0,8406.0
1319,B07QBN245V,New,6.99,1.0,Creative Merchandising!,100.0,8406.0
1320,B07QBN245V,New,7.49,2.0,KaoUSADirect,98.0,58.0
1321,B07QBN245V,New,9.4,3.0,CBD Gifts and Goods,91.0,1225.0
1322,B07QBN245V,New,9.45,4.0,Daybreaks,95.0,1354.0
1323,B07QBN245V,New,9.99,5.0,TNT HOME SUPPLIES,80.0,1092.0
1324,B07QBN245V,New,10.0,6.0,Big Deals & More,81.0,242.0
1325,B07QBN245V,New,11.0,7.0,overstockdrugstore,76.0,16149.0
1326,B000YJ2SLG,New,,0.0,Pharmapacks,95.0,1086661.0
1327,B000YJ2SLG,New,15.0,1.0,Pharmapacks,95.0,1086661.0
1328,B000YJ2SLG,New,15.0,2.0,CFshop,78.0,100.0
1329,B000YJ2SLG,New,16.0,3.0,KAP CC,95.0,1176.0
1330,B000YJ2SLG,New,17.0,4.0,Another Day in ParadisePCB,94.0,3430.0
1331,B000YJ2SLG,New,17.0,5.0,Jozee Q,100.0,22.0
1332,B000YJ2SLG,New,18.0,6.0,OTCRx4u,90.0,114240.0
1333,B000YJ2SLG,New,19.0,7.0,Mr. Medical,99.0,241673.0
1334,B000YJ2SLG,New,19.0,8.0,Royal Meds,94.0,78068.0
1335,B000YJ2SLG,New,19.0,9.0,Eisler Chemist,98.0,437.0
1336,B000YJ2SLG,New,20.0,10.0,Rural Trading Company,98.0,314.0
1337,B0013ALGTA,New,18.0,0.0,Amazon.com,78.0,772.0
1338,B0013ALGTA,New,17.0,1.0,RETAIL GROOVE,78.0,772.0
1339,B0013ALGTA,New,21.0,2.0,OxKom,99.0,491029.0
1340,B0013ALGTA,New,22.0,3.0,betterlifecom,93.0,13105.0
1341,B0013ALGTA,New,23.0,4.0,RumoStore,98.0,2867.0
1342,B0013ALGTA,New,23.0,5.0,Royal Meds,94.0,78068.0
1343,B0013ALGTA,New,24.0,6.0,Lucky Vitamin,73.0,26937.0
1344,B0013ALGTA,New,24.0,7.0,VitaminLife,95.0,110588.0
1345,B0013ALGTA,New,24.0,8.0,Sno-Valley Herbs and Botanicals,88.0,3066.0
1346,B0013ALGTA,New,24.0,9.0,Happy Haus,82.0,170555.0
1347,B0013ALGTA,New,18.0,10.0,Greenbay Essentials,72.0,270.0
1348,B07F2GTD63,New,6.99,0.0,Amazon.com,77.0,5263.0
1349,B07F2GTD63,New,8.6,1.0,saveMEdeals,77.0,5263.0
1350,B07F2GTD63,New,8.63,2.0,xssential,87.0,3022.0
1351,B07F2GTD63,New,12.0,3.0,ePS,78.0,27.0
1352,B07F2GTD63,New,8.81,4.0,RETAIL GROOVE,78.0,772.0
1353,B07F2GTD63,New,8.46,5.0,BUYZIO,84.0,199.0
1354,B07F2GTD63,New,13.0,6.0,Armazém dos bons,98.0,47.0
1355,B07F2GTD63,New,13.0,7.0,WOW MART,67.0,2586.0
1356,B07F2GTD63,New,7.0,8.0,speedybookz4u,80.0,547.0
1357,B07F2GTD63,New,15.0,9.0,Pharmapacks,95.0,1086661.0
1358,B07F2GTD63,New,16.0,10.0,OTCRx4u,90.0,114240.0
1359,B00HNSSHQ6,New,17.0,0.0,Amazon.com,87.0,3022.0
1360,B00HNSSHQ6,New,21.0,1.0,xssential,87.0,3022.0
1361,B00HNSSHQ6,New,22.0,2.0,saveMEdeals,77.0,5263.0
1362,B01M4R7CC5,New,20.0,0.0,Amazon.com,88.0,166.0
1363,B01M4R7CC5,New,18.0,1.0,EZ Shop Outlet,88.0,166.0
1364,B01M4R7CC5,New,18.0,2.0,e-ShopDirect,78.0,530.0
1365,B01M4R7CC5,New,19.0,3.0,sweeteddy,73.0,177.0
1366,B01M4R7CC5,New,19.0,4.0,The Buy Boxx,96.0,2740.0
1367,B01M4R7CC5,New,20.0,5.0,Active Trade,97.0,8077.0
1368,B01M4R7CC5,New,20.0,6.0,JL6SBL,99.0,2883.0
1369,B01M4R7CC5,New,20.0,7.0,The King Of The North,92.0,2945.0
1370,B01M4R7CC5,New,20.0,8.0,YOU BUY WE SELL,91.0,3780.0
1371,B01M4R7CC5,New,21.0,9.0,JM Ent,89.0,3177.0
1372,B01M4R7CC5,New,21.0,10.0,barginhousedeals,95.0,446.0
1373,B07Z3WS98L,New,22.0,0.0,Amazon.com,99.0,16474.0
1374,B07Z3WS98L,New,22.0,1.0,Beauty 4 Less,99.0,6319.0
1375,B07Z3WS98L,New,25.0,2.0,General King,99.0,10708.0
1376,B07Z3WS98L,New,27.0,3.0,csolutions,93.0,538.0
1377,B07Z3WS98L,New,29.0,4.0,BeautyPairadice,96.0,243.0
1378,B07Z3WS98L,New,25.0,5.0,LATEST BEAUTY,71.0,8871.0
1379,B07Z3WS98L,New,21.0,6.0,lotions2go,92.0,507.0
1380,B07Z3WS98L,New,34.0,7.0,GVDTCA Inc.,50.0,4.0
1381,B07WC2Q7D3,To,5.99,0.0,Whole Foods Market,,
1382,B01H1HZ55Y,To,7.99,0.0,AmazonFresh,,
1383,B07D3BDVKB,New,8.69,0.0,Amazon.com,99.0,19003.0
1384,B07D3BDVKB,New,8.69,1.0,Tiger Health,98.0,9779.0
1385,B07D3BDVKB,New,8.7,2.0,,,
1386,B07D3BDVKB,New,11.0,3.0,OTCRx4u,90.0,114240.0
1387,B07D3BDVKB,New,12.0,4.0,-Supreme Sales-,97.0,21381.0
1388,B07D3BDVKB,New,12.0,5.0,I Buy Direct,85.0,25497.0
1389,B07D3BDVKB,New,7.64,6.0,Eternity Essentials,48.0,21135.0
1390,B07D3BDVKB,New,12.0,7.0,Heartland Mart,77.0,1131.0
1391,B07D3BDVKB,New,12.0,8.0,Sno-Valley Herbs and Botanicals,88.0,3066.0
1392,B07D3BDVKB,New,13.0,9.0,natureschapter,70.0,8151.0
1393,B07D3BDVKB,New,14.0,10.0,Kaspien,98.0,733695.0
1394,B01761062W,New,14.0,0.0,Amazon.com,93.0,5009.0
1395,B01761062W,New,14.0,1.0,Epic Global,93.0,5009.0
1396,B01761062W,New,14.0,2.0,AAABestStuff,74.0,703.0
1397,B01761062W,New,16.0,3.0,Pharmapacks,95.0,1086661.0
1398,B01761062W,New,18.0,4.0,ShopOx,81.0,3427.0
1399,B01761062W,New,18.0,5.0,CosmeticPlanet,93.0,5602.0
1400,B01761062W,New,18.0,6.0,Ggm store,0.0,1.0
1401,B01761062W,New,18.0,7.0,Milford Pharmacy,,
1402,B01761062W,New,19.0,8.0,One Ten General Trading Corp.,84.0,201.0
1403,B01761062W,New,19.0,9.0,sameday,78.0,108.0
1404,B01761062W,New,19.0,10.0,Eisler Chemist,98.0,437.0
1405,B001FB5NTG,New,24.0,0.0,Amazon.com,78.0,772.0
1406,B001FB5NTG,New,29.0,1.0,RETAIL GROOVE,78.0,772.0
1407,B001FB5NTG,New,32.0,2.0,"Dailyitemss, Inc",79.0,284.0
1408,B001FB5NTG,New,35.0,3.0,OTCRx4u,90.0,114240.0
1409,B00NFR14ZU,New,7.49,0.0,Amazon.com,77.0,5263.0
1410,B00NFR14ZU,New,9.22,1.0,saveMEdeals,77.0,5263.0
1411,B00NFR14ZU,New,9.25,2.0,xssential,87.0,3022.0
1412,B00NFR14ZU,New,9.49,3.0,flydogg007,97.0,504.0
1413,B00NFR14ZU,New,7.95,4.0,We Ship The Fastest,91.0,571.0
1414,B00NFR14ZU,To,7.49,5.0,AmazonFresh,,
1415,B00DG8F02Q,New,5.13,0.0,Amazon.com,96.0,3398.0
1416,B00DG8F02Q,New,5.13,1.0,EverydaySellers,96.0,3398.0
1417,B00DG8F02Q,New,6.34,2.0,xssential,87.0,3022.0
1418,B00DG8F02Q,New,6.61,3.0,Assorted online shop,78.0,77.0
1419,B00DG8F02Q,New,6.75,4.0,Amazing Deals & Promotions,98.0,4763.0
1420,B00DG8F02Q,New,7.95,5.0,YasmineShami,85.0,25.0
1421,B00DG8F02Q,New,8.0,6.0,MZZ1,87.0,151.0
1422,B00DG8F02Q,New,8.03,7.0,saveMEdeals,77.0,5263.0
1423,B00DG8F02Q,New,9.47,8.0,ePS,78.0,27.0
1424,B00DG8F02Q,New,6.1,9.0,RETAIL GROOVE,78.0,772.0
1425,B00DG8F02Q,New,9.99,10.0,American Xpress,100.0,5.0
1426,B004ML4XW4,New,7.99,0.0,Amazon.com,87.0,3022.0
1427,B004ML4XW4,New,9.87,1.0,xssential,87.0,3022.0
1428,B004ML4XW4,New,9.99,2.0,KaoUSADirect,98.0,58.0
1429,B004ML4XW4,New,10.0,3.0,Amazing Deals & Promotions,98.0,4763.0
1430,B004ML4XW4,New,11.0,4.0,saveMEdeals,77.0,5263.0
1431,B004ML4XW4,New,11.0,5.0,Zoom Exchange,88.0,617.0
1432,B004ML4XW4,New,11.0,6.0,Daybreaks,95.0,1354.0
1433,B004ML4XW4,New,11.0,7.0,Gee & C,92.0,1317.0
1434,B004ML4XW4,New,12.0,8.0,YasmineShami,85.0,25.0
1435,B004ML4XW4,New,12.0,9.0,JEZA,88.0,85.0
1436,B08PTS6XKV,New,18.0,0.0,Amazon.com,100.0,5.0
1437,B00FSD3T84,New,9.99,0.0,Amazon.com,94.0,3626.0
1438,B00FSD3T84,New,9.98,1.0,Strawberry Kisses & Co.,83.0,6.0
1439,B00FSD3T84,New,13.0,2.0,,,
1440,B00L7S3FK6,New,18.0,0.0,Amazon.com,,
1441,B08X21C8N7,New,11.0,0.0,Amazon.com,,
1442,B08R7SSHGT,New,9.91,0.0,Amazon.com,99.0,168.0
1443,B00F97FHAW,New,10.0,0.0,Amazon.com,89.0,8337.0
1444,B00F97FHAW,New,15.0,1.0,NutritionOTC,89.0,8337.0
